"Entity ID","Yext ID","Entity Type","Address > City","Address > Region","City or Region","State Name"
"UnionCityPA-internet","12700415","Internet City/State","","","Union City","Pennsylvania"
"WestBendWI-internet","12700416","Internet City/State","","","West Bend","Wisconsin"
"WilcoxNE-internet","12700417","Internet City/State","","","Wilcox","Nebraska"
"WinthropNY-internet","12700418","Internet City/State","","","Winthrop","New York"
"AttallaAL-internet","12700420","Internet City/State","","","Attalla","Alabama"
"AndersonCA-internet","12700421","Internet City/State","","","Anderson","California"
"AlbemarleNC-internet","12700422","Internet City/State","","","Albemarle","North Carolina"
"AlansonMI-internet","12700423","Internet City/State","","","Alanson","Michigan"
"BastropTX-internet","12700424","Internet City/State","","","Bastrop","Texas"
"BelleviewMO-internet","12700425","Internet City/State","","","Belleview","Missouri"
"BelmontMI-internet","12700426","Internet City/State","","","Belmont","Michigan"
"BerglandMI-internet","12700427","Internet City/State","","","Bergland","Michigan"
"BigPrairieOH-internet","12700428","Internet City/State","","","Big Prairie","Ohio"
"BirminghamAL-internet","12700429","Internet City/State","","","Birmingham","Alabama"
"BoerneTX-internet","12700430","Internet City/State","","","Boerne","Texas"
"BruceWI-internet","12700431","Internet City/State","","","Bruce","Wisconsin"
"BuffaloWY-internet","12700432","Internet City/State","","","Buffalo","Wyoming"
"BurlingtonKY-internet","12700433","Internet City/State","","","Burlington","Kentucky"
"BuxtonME-internet","12700434","Internet City/State","","","Buxton","Maine"
"CampbellNY-internet","12700435","Internet City/State","","","Campbell","New York"
"CampDennisonOH-internet","12700436","Internet City/State","","","Camp Dennison","Ohio"
"ClareMI-internet","12700437","Internet City/State","","","Clare","Michigan"
"CollegePlaceWA-internet","12700438","Internet City/State","","","College Place","Washington"
"CranesvillePA-internet","12700439","Internet City/State","","","Cranesville","Pennsylvania"
"CopperasCoveTX-internet","12700440","Internet City/State","","","Copperas Cove","Texas"
"CrothersvilleIN-internet","12700441","Internet City/State","","","Crothersville","Indiana"
"DuffTN-internet","12700442","Internet City/State","","","Duff","Tennessee"
"DoeRunMO-internet","12700443","Internet City/State","","","Doe Run","Missouri"
"DundasMN-internet","12700444","Internet City/State","","","Dundas","Minnesota"
"EastWorcesterNY-internet","12700445","Internet City/State","","","East Worcester","New York"
"FlovillaGA-internet","12700446","Internet City/State","","","Flovilla","Georgia"
"FortvilleIN-internet","12700447","Internet City/State","","","Fortville","Indiana"
"FreedomCA-internet","12700448","Internet City/State","","","Freedom","California"
"GarlandME-internet","12700449","Internet City/State","","","Garland","Maine"
"GeorgetownNY-internet","12700450","Internet City/State","","","Georgetown","New York"
"HamerSC-internet","12700452","Internet City/State","","","Hamer","South Carolina"
"HolidayFL-internet","12700453","Internet City/State","","","Holiday","Florida"
"HaydenAL-internet","12700454","Internet City/State","","","Hayden","Alabama"
"HollandOH-internet","12700455","Internet City/State","","","Holland","Ohio"
"HolmesvilleOH-internet","12700456","Internet City/State","","","Holmesville","Ohio"
"KissimmeeFL-internet","12700458","Internet City/State","","","Kissimmee","Florida"
"LansingKS-internet","12700459","Internet City/State","","","Lansing","Kansas"
"LoganAL-internet","12700460","Internet City/State","","","Logan","Alabama"
"LunaPierMI-internet","12700461","Internet City/State","","","Luna Pier","Michigan"
"MadisonvilleKY-internet","12700462","Internet City/State","","","Madisonville","Kentucky"
"MarathonWI-internet","12700464","Internet City/State","","","Marathon","Wisconsin"
"MarcyNY-internet","12700465","Internet City/State","","","Marcy","New York"
"MariettaSC-internet","12700466","Internet City/State","","","Marietta","South Carolina"
"MarionWI-internet","12700467","Internet City/State","","","Marion","Wisconsin"
"McDonoughNY-internet","12700468","Internet City/State","","","Mc Donough","New York"
"MerrillWI-internet","12700469","Internet City/State","","","Merrill","Wisconsin"
"MuirMI-internet","12700470","Internet City/State","","","Muir","Michigan"
"NewHydeParkNY-internet","12700471","Internet City/State","","","New Hyde Park","New York"
"NewGlarusWI-internet","12700472","Internet City/State","","","New Glarus","Wisconsin"
"NorthYarmouthME-internet","12700473","Internet City/State","","","North Yarmouth","Maine"
"NyackNY-internet","12700474","Internet City/State","","","Nyack","New York"
"ParkFallsWI-internet","12700476","Internet City/State","","","Park Falls","Wisconsin"
"OxfordMA-internet","12700477","Internet City/State","","","Oxford","Massachusetts"
"PownalME-internet","12700478","Internet City/State","","","Pownal","Maine"
"RichmondvilleNY-internet","12700479","Internet City/State","","","Richmondville","New York"
"RomulusNY-internet","12700480","Internet City/State","","","Romulus","New York"
"SacketsHarborNY-internet","12700481","Internet City/State","","","Sackets Harbor","New York"
"SalinevilleOH-internet","12700482","Internet City/State","","","Salineville","Ohio"
"SalvisaKY-internet","12700483","Internet City/State","","","Salvisa","Kentucky"
"SebringOH-internet","12700484","Internet City/State","","","Sebring","Ohio"
"SeymourWI-internet","12700485","Internet City/State","","","Seymour","Wisconsin"
"SilerCityNC-internet","12700486","Internet City/State","","","Siler City","North Carolina"
"SmithsGroveKY-internet","12700487","Internet City/State","","","Smiths Grove","Kentucky"
"SmyrnaNY-internet","12700488","Internet City/State","","","Smyrna","New York"
"SocialCircleGA-internet","12700489","Internet City/State","","","Social Circle","Georgia"
"SpringfieldMA-internet","12700490","Internet City/State","","","Springfield","Massachusetts"
"StoningtonME-internet","12700491","Internet City/State","","","Stonington","Maine"
"TooneTN-internet","12700492","Internet City/State","","","Toone","Tennessee"
"TorranceCA-internet","12700493","Internet City/State","","","Torrance","California"
"VerdiNV-internet","12700494","Internet City/State","","","Verdi","Nevada"
"VincentAL-internet","12700495","Internet City/State","","","Vincent","Alabama"
"WestColumbiaSC-internet","12700496","Internet City/State","","","West Columbia","South Carolina"
"WestDanvilleVT-internet","12700497","Internet City/State","","","West Danville","Vermont"
"WestHurleyNY-internet","12700498","Internet City/State","","","West Hurley","New York"
"WhitehouseOH-internet","12700499","Internet City/State","","","Whitehouse","Ohio"
"WinchesterNH-internet","12700500","Internet City/State","","","Winchester","New Hampshire"
"WinnetkaCA-internet","12700501","Internet City/State","","","Winnetka","California"
"AppleValleyCA-internet","12700502","Internet City/State","","","Apple Valley","California"
"AlbertLeaMN-internet","12700503","Internet City/State","","","Albert Lea","Minnesota"
"AlleganyNY-internet","12700504","Internet City/State","","","Allegany","New York"
"AberdeenNC-internet","12700505","Internet City/State","","","Aberdeen","North Carolina"
"AdirondackNY-internet","12700506","Internet City/State","","","Adirondack","New York"
"AshlandWI-internet","12700507","Internet City/State","","","Ashland","Wisconsin"
"BonneTerreMO-internet","12700508","Internet City/State","","","Bonne Terre","Missouri"
"BessemerAL-internet","12700509","Internet City/State","","","Bessemer","Alabama"
"BoonvilleIN-internet","12700510","Internet City/State","","","Boonville","Indiana"
"BowdoinhamME-internet","12700511","Internet City/State","","","Bowdoinham","Maine"
"BrookfieldCT-internet","12700512","Internet City/State","","","Brookfield","Connecticut"
"CaledoniaOH-internet","12700513","Internet City/State","","","Caledonia","Ohio"
"CarrolltonKY-internet","12700514","Internet City/State","","","Carrollton","Kentucky"
"ClarksvilleNY-internet","12700515","Internet City/State","","","Clarksville","New York"
"ColumbusGA-internet","12700516","Internet City/State","","","Columbus","Georgia"
"ConvoyOH-internet","12700517","Internet City/State","","","Convoy","Ohio"
"ConwaySC-internet","12700518","Internet City/State","","","Conway","South Carolina"
"CostaMesaCA-internet","12700519","Internet City/State","","","Costa Mesa","California"
"DoverFL-internet","12700520","Internet City/State","","","Dover","Florida"
"EastAltonIL-internet","12700521","Internet City/State","","","East Alton","Illinois"
"EastBendNC-internet","12700522","Internet City/State","","","East Bend","North Carolina"
"EllisonBayWI-internet","12700523","Internet City/State","","","Ellison Bay","Wisconsin"
"ElwoodNE-internet","12700524","Internet City/State","","","Elwood","Nebraska"
"FleetwoodNC-internet","12700525","Internet City/State","","","Fleetwood","North Carolina"
"FranklinIN-internet","12700526","Internet City/State","","","Franklin","Indiana"
"GreenwichNY-internet","12700527","Internet City/State","","","Greenwich","New York"
"HendersonNC-internet","12700528","Internet City/State","","","Henderson","North Carolina"
"HighFallsNY-internet","12700529","Internet City/State","","","High Falls","New York"
"HighlandMillsNY-internet","12700530","Internet City/State","","","Highland Mills","New York"
"HighPointNC-internet","12700531","Internet City/State","","","High Point","North Carolina"
"HopeMI-internet","12700532","Internet City/State","","","Hope","Michigan"
"HuntingdonTN-internet","12700533","Internet City/State","","","Huntingdon","Tennessee"
"HustonvilleKY-internet","12700534","Internet City/State","","","Hustonville","Kentucky"
"JacksonGA-internet","12700535","Internet City/State","","","Jackson","Georgia"
"IndianMoundTN-internet","12700536","Internet City/State","","","Indian Mound","Tennessee"
"JonesboroIN-internet","12700537","Internet City/State","","","Jonesboro","Indiana"
"KenlyNC-internet","12700538","Internet City/State","","","Kenly","North Carolina"
"KeyesCA-internet","12700539","Internet City/State","","","Keyes","California"
"LancasterSC-internet","12700540","Internet City/State","","","Lancaster","South Carolina"
"LanseMI-internet","12700541","Internet City/State","","","Lanse","Michigan"
"LindenWI-internet","12700542","Internet City/State","","","Linden","Wisconsin"
"LittleComptonRI-internet","12700543","Internet City/State","","","Little Compton","Rhode Island"
"KingsMountainNC-internet","12700544","Internet City/State","","","Kings Mountain","North Carolina"
"LockwoodNY-internet","12700545","Internet City/State","","","Lockwood","New York"
"LorraineNY-internet","12700546","Internet City/State","","","Lorraine","New York"
"LyerlyGA-internet","12700547","Internet City/State","","","Lyerly","Georgia"
"MilanPA-internet","12700548","Internet City/State","","","Milan","Pennsylvania"
"MiloME-internet","12700549","Internet City/State","","","Milo","Maine"
"MooreSC-internet","12700550","Internet City/State","","","Moore","South Carolina"
"MontereyParkCA-internet","12700551","Internet City/State","","","Monterey Park","California"
"NationalCityMI-internet","12700552","Internet City/State","","","National City","Michigan"
"NewLondonNC-internet","12700553","Internet City/State","","","New London","North Carolina"
"NorthRoseNY-internet","12700554","Internet City/State","","","North Rose","New York"
"NorthvilleNY-internet","12700555","Internet City/State","","","Northville","New York"
"OakHillOH-internet","12700556","Internet City/State","","","Oak Hill","Ohio"
"OakmanAL-internet","12700557","Internet City/State","","","Oakman","Alabama"
"OrlandME-internet","12700558","Internet City/State","","","Orland","Maine"
"OzoneParkNY-internet","12700559","Internet City/State","","","Ozone Park","New York"
"PembrokeKY-internet","12700560","Internet City/State","","","Pembroke","Kentucky"
"PevelyMO-internet","12700561","Internet City/State","","","Pevely","Missouri"
"PortOrangeFL-internet","12700562","Internet City/State","","","Port Orange","Florida"
"PrincetonWI-internet","12700563","Internet City/State","","","Princeton","Wisconsin"
"RainsvilleAL-internet","12700564","Internet City/State","","","Rainsville","Alabama"
"RamseyNJ-internet","12700565","Internet City/State","","","Ramsey","New Jersey"
"RockfordTN-internet","12700566","Internet City/State","","","Rockford","Tennessee"
"SanduskyOH-internet","12700567","Internet City/State","","","Sandusky","Ohio"
"SchrieverLA-internet","12700568","Internet City/State","","","Schriever","Louisiana"
"ScottCityMO-internet","12700569","Internet City/State","","","Scott City","Missouri"
"ScottsbluffNE-internet","12700570","Internet City/State","","","Scottsbluff","Nebraska"
"SpartaWI-internet","12700572","Internet City/State","","","Sparta","Wisconsin"
"SouthSalemOH-internet","12700573","Internet City/State","","","South Salem","Ohio"
"SpringfieldLA-internet","12700574","Internet City/State","","","Springfield","Louisiana"
"TalbottTN-internet","12700575","Internet City/State","","","Talbott","Tennessee"
"TheDallesOR-internet","12700576","Internet City/State","","","The Dalles","Oregon"
"ThreeRiversCA-internet","12700577","Internet City/State","","","Three Rivers","California"
"TwinsburgOH-internet","12700578","Internet City/State","","","Twinsburg","Ohio"
"UnionCityIN-internet","12700579","Internet City/State","","","Union City","Indiana"
"VacherieLA-internet","12700580","Internet City/State","","","Vacherie","Louisiana"
"VandiverAL-internet","12700581","Internet City/State","","","Vandiver","Alabama"
"VestalNY-internet","12700582","Internet City/State","","","Vestal","New York"
"WeslacoTX-internet","12700583","Internet City/State","","","Weslaco","Texas"
"WestManchesterOH-internet","12700584","Internet City/State","","","West Manchester","Ohio"
"ArcanumOH-internet","12700585","Internet City/State","","","Arcanum","Ohio"
"BellevilleIL-internet","12700586","Internet City/State","","","Belleville","Illinois"
"AmesNE-internet","12700587","Internet City/State","","","Ames","Nebraska"
"AftonNY-internet","12700588","Internet City/State","","","Afton","New York"
"AshleyIL-internet","12700589","Internet City/State","","","Ashley","Illinois"
"BowlingGreenOH-internet","12700590","Internet City/State","","","Bowling Green","Ohio"
"BreeseIL-internet","12700592","Internet City/State","","","Breese","Illinois"
"BrooklynWI-internet","12700593","Internet City/State","","","Brooklyn","Wisconsin"
"BunnNC-internet","12700594","Internet City/State","","","Bunn","North Carolina"
"CadillacMI-internet","12700595","Internet City/State","","","Cadillac","Michigan"
"CapeCanaveralFL-internet","12700596","Internet City/State","","","Cape Canaveral","Florida"
"CascadeWI-internet","12700597","Internet City/State","","","Cascade","Wisconsin"
"CastineME-internet","12700598","Internet City/State","","","Castine","Maine"
"CentervilleTN-internet","12700599","Internet City/State","","","Centerville","Tennessee"
"CherryValleyNY-internet","12700600","Internet City/State","","","Cherry Valley","New York"
"ConneautOH-internet","12700602","Internet City/State","","","Conneaut","Ohio"
"ConyersGA-internet","12700603","Internet City/State","","","Conyers","Georgia"
"CrawfordTX-internet","12700604","Internet City/State","","","Crawford","Texas"
"CutBankMT-internet","12700605","Internet City/State","","","Cut Bank","Montana"
"DepewNY-internet","12700606","Internet City/State","","","Depew","New York"
"DunkirkNY-internet","12700607","Internet City/State","","","Dunkirk","New York"
"EastBaldwinME-internet","12700608","Internet City/State","","","East Baldwin","Maine"
"ElbaAL-internet","12700609","Internet City/State","","","Elba","Alabama"
"EmeraldIsleNC-internet","12700610","Internet City/State","","","Emerald Isle","North Carolina"
"FortsonGA-internet","12700611","Internet City/State","","","Fortson","Georgia"
"FriendshipTN-internet","12700612","Internet City/State","","","Friendship","Tennessee"
"GastoniaNC-internet","12700613","Internet City/State","","","Gastonia","North Carolina"
"GambierOH-internet","12700614","Internet City/State","","","Gambier","Ohio"
"GirardPA-internet","12700615","Internet City/State","","","Girard","Pennsylvania"
"HagamanNY-internet","12700617","Internet City/State","","","Hagaman","New York"
"HartMI-internet","12700618","Internet City/State","","","Hart","Michigan"
"HartselleAL-internet","12700619","Internet City/State","","","Hartselle","Alabama"
"IndianRiverMI-internet","12700620","Internet City/State","","","Indian River","Michigan"
"JonesvilleNC-internet","12700621","Internet City/State","","","Jonesville","North Carolina"
"KalamazooMI-internet","12700622","Internet City/State","","","Kalamazoo","Michigan"
"KearneyNE-internet","12700623","Internet City/State","","","Kearney","Nebraska"
"KenduskeagME-internet","12700624","Internet City/State","","","Kenduskeag","Maine"
"KimberlyAL-internet","12700625","Internet City/State","","","Kimberly","Alabama"
"KureBeachNC-internet","12700626","Internet City/State","","","Kure Beach","North Carolina"
"LancasterCA-internet","12700627","Internet City/State","","","Lancaster","California"
"LawrencevilleGA-internet","12700628","Internet City/State","","","Lawrenceville","Georgia"
"LeedsME-internet","12700629","Internet City/State","","","Leeds","Maine"
"LexingtonIN-internet","12700630","Internet City/State","","","Lexington","Indiana"
"LibertyTN-internet","12700631","Internet City/State","","","Liberty","Tennessee"
"MancosCO-internet","12700632","Internet City/State","","","Mancos","Colorado"
"MarlboroughNH-internet","12700634","Internet City/State","","","Marlborough","New Hampshire"
"MoreheadKY-internet","12700635","Internet City/State","","","Morehead","Kentucky"
"MartinsburgMO-internet","12700636","Internet City/State","","","Martinsburg","Missouri"
"MorristownTN-internet","12700637","Internet City/State","","","Morristown","Tennessee"
"MuldraughKY-internet","12700638","Internet City/State","","","Muldraugh","Kentucky"
"MossLandingCA-internet","12700639","Internet City/State","","","Moss Landing","California"
"NorthBaltimoreOH-internet","12700640","Internet City/State","","","North Baltimore","Ohio"
"NorthJavaNY-internet","12700642","Internet City/State","","","North Java","New York"
"OrlandoFL-internet","12700643","Internet City/State","","","Orlando","Florida"
"OrovilleWA-internet","12700644","Internet City/State","","","Oroville","Washington"
"OwlsHeadME-internet","12700645","Internet City/State","","","Owls Head","Maine"
"PalmyraTN-internet","12700646","Internet City/State","","","Palmyra","Tennessee"
"PikevilleNC-internet","12700647","Internet City/State","","","Pikeville","North Carolina"
"PleasantHillNC-internet","12700649","Internet City/State","","","Pleasant Hill","North Carolina"
"PlainfieldVT-internet","12700650","Internet City/State","","","Plainfield","Vermont"
"RichfieldNC-internet","12700651","Internet City/State","","","Richfield","North Carolina"
"RockfordOH-internet","12700652","Internet City/State","","","Rockford","Ohio"
"RichmondKY-internet","12700653","Internet City/State","","","Richmond","Kentucky"
"RoswellGA-internet","12700654","Internet City/State","","","Roswell","Georgia"
"RutledgeGA-internet","12700655","Internet City/State","","","Rutledge","Georgia"
"SaintCharlesKY-internet","12700656","Internet City/State","","","Saint Charles","Kentucky"
"ShelbyMI-internet","12700657","Internet City/State","","","Shelby","Michigan"
"SherrodsvilleOH-internet","12700658","Internet City/State","","","Sherrodsville","Ohio"
"SpringfieldOR-internet","12700659","Internet City/State","","","Springfield","Oregon"
"StampingGroundKY-internet","12700660","Internet City/State","","","Stamping Ground","Kentucky"
"SunnysideNY-internet","12700661","Internet City/State","","","Sunnyside","New York"
"ThermalCA-internet","12700662","Internet City/State","","","Thermal","California"
"ToddNC-internet","12700663","Internet City/State","","","Todd","North Carolina"
"TrimbleTN-internet","12700664","Internet City/State","","","Trimble","Tennessee"
"TunnelHillGA-internet","12700665","Internet City/State","","","Tunnel Hill","Georgia"
"UnionGroveWI-internet","12700666","Internet City/State","","","Union Grove","Wisconsin"
"WinchesterOH-internet","12700667","Internet City/State","","","Winchester","Ohio"
"AlexandriaBayNY-internet","12700669","Internet City/State","","","Alexandria Bay","New York"
"ApolloBeachFL-internet","12700670","Internet City/State","","","Apollo Beach","Florida"
"BeanStationTN-internet","12700671","Internet City/State","","","Bean Station","Tennessee"
"AlpharettaGA-internet","12700672","Internet City/State","","","Alpharetta","Georgia"
"BedfordKY-internet","12700673","Internet City/State","","","Bedford","Kentucky"
"BerlinNH-internet","12700674","Internet City/State","","","Berlin","New Hampshire"
"BurtMI-internet","12700676","Internet City/State","","","Burt","Michigan"
"ChaumontNY-internet","12700677","Internet City/State","","","Chaumont","New York"
"ClarendonNC-internet","12700678","Internet City/State","","","Clarendon","North Carolina"
"CorinthME-internet","12700679","Internet City/State","","","Corinth","Maine"
"CumberlandFurnaceTN-internet","12700680","Internet City/State","","","Cumberland Furnace","Tennessee"
"DadeCityFL-internet","12700681","Internet City/State","","","Dade City","Florida"
"DecorahIA-internet","12700682","Internet City/State","","","Decorah","Iowa"
"DentonTX-internet","12700683","Internet City/State","","","Denton","Texas"
"DillonSC-internet","12700684","Internet City/State","","","Dillon","South Carolina"
"EastBerneNY-internet","12700685","Internet City/State","","","East Berne","New York"
"FairmontNC-internet","12700686","Internet City/State","","","Fairmont","North Carolina"
"FalconerNY-internet","12700687","Internet City/State","","","Falconer","New York"
"FlushingNY-internet","12700688","Internet City/State","","","Flushing","New York"
"FortMcCoyFL-internet","12700690","Internet City/State","","","Fort Mc Coy","Florida"
"FrankenmuthMI-internet","12700691","Internet City/State","","","Frankenmuth","Michigan"
"GasportNY-internet","12700692","Internet City/State","","","Gasport","New York"
"GetzvilleNY-internet","12700693","Internet City/State","","","Getzville","New York"
"GhentKY-internet","12700694","Internet City/State","","","Ghent","Kentucky"
"GlenfieldNY-internet","12700695","Internet City/State","","","Glenfield","New York"
"HarborSpringsMI-internet","12700697","Internet City/State","","","Harbor Springs","Michigan"
"HenricoNC-internet","12700698","Internet City/State","","","Henrico","North Carolina"
"HighlandWI-internet","12700699","Internet City/State","","","Highland","Wisconsin"
"HolgateOH-internet","12700700","Internet City/State","","","Holgate","Ohio"
"HubbardsvilleNY-internet","12700701","Internet City/State","","","Hubbardsville","New York"
"HudsonNY-internet","12700702","Internet City/State","","","Hudson","New York"
"InglewoodCA-internet","12700703","Internet City/State","","","Inglewood","California"
"JacksonOH-internet","12700705","Internet City/State","","","Jackson","Ohio"
"KapoleiHI-internet","12700706","Internet City/State","","","Kapolei","Hawaii"
"LincolnME-internet","12700707","Internet City/State","","","Lincoln","Maine"
"LouisvilleKY-internet","12700708","Internet City/State","","","Louisville","Kentucky"
"MaxtonNC-internet","12700709","Internet City/State","","","Maxton","North Carolina"
"MentoneAL-internet","12700710","Internet City/State","","","Mentone","Alabama"
"MilfordME-internet","12700711","Internet City/State","","","Milford","Maine"
"MililaniHI-internet","12700712","Internet City/State","","","Mililani","Hawaii"
"MissionTX-internet","12700713","Internet City/State","","","Mission","Texas"
"MitchellNE-internet","12700714","Internet City/State","","","Mitchell","Nebraska"
"MorenciMI-internet","12700715","Internet City/State","","","Morenci","Michigan"
"NewAuburnWI-internet","12700716","Internet City/State","","","New Auburn","Wisconsin"
"NorthGraftonMA-internet","12700718","Internet City/State","","","North Grafton","Massachusetts"
"OaklandFL-internet","12700719","Internet City/State","","","Oakland","Florida"
"OaklandME-internet","12700720","Internet City/State","","","Oakland","Maine"
"OhioCityOH-internet","12700721","Internet City/State","","","Ohio City","Ohio"
"OranMO-internet","12700722","Internet City/State","","","Oran","Missouri"
"PahoaHI-internet","12700723","Internet City/State","","","Pahoa","Hawaii"
"ParisOH-internet","12700724","Internet City/State","","","Paris","Ohio"
"PiersonMI-internet","12700725","Internet City/State","","","Pierson","Michigan"
"PilgrimsKnobVA-internet","12700726","Internet City/State","","","Pilgrims Knob","Virginia"
"PlattsmouthNE-internet","12700727","Internet City/State","","","Plattsmouth","Nebraska"
"PlayaVistaCA-internet","12700728","Internet City/State","","","Playa Vista","California"
"PondEddyNY-internet","12700729","Internet City/State","","","Pond Eddy","New York"
"PortLeydenNY-internet","12700730","Internet City/State","","","Port Leyden","New York"
"QuemadoTX-internet","12700731","Internet City/State","","","Quemado","Texas"
"RandolphME-internet","12700732","Internet City/State","","","Randolph","Maine"
"RichwoodOH-internet","12700734","Internet City/State","","","Richwood","Ohio"
"RiponCA-internet","12700735","Internet City/State","","","Ripon","California"
"RodneyMI-internet","12700736","Internet City/State","","","Rodney","Michigan"
"SanJuanTX-internet","12700737","Internet City/State","","","San Juan","Texas"
"SanLuisObispoCA-internet","12700738","Internet City/State","","","San Luis Obispo","California"
"SaultSainteMarieMI-internet","12700739","Internet City/State","","","Sault Sainte Marie","Michigan"
"SherrillNY-internet","12700740","Internet City/State","","","Sherrill","New York"
"SharonWI-internet","12700741","Internet City/State","","","Sharon","Wisconsin"
"SherrillsFordNC-internet","12700742","Internet City/State","","","Sherrills Ford","North Carolina"
"TempleGA-internet","12700743","Internet City/State","","","Temple","Georgia"
"TonasketWA-internet","12700744","Internet City/State","","","Tonasket","Washington"
"TroyME-internet","12700745","Internet City/State","","","Troy","Maine"
"UnionNH-internet","12700746","Internet City/State","","","Union","New Hampshire"
"WestUnityOH-internet","12700747","Internet City/State","","","West Unity","Ohio"
"WilmingtonOH-internet","12700748","Internet City/State","","","Wilmington","Ohio"
"WoodRidgeNJ-internet","12700749","Internet City/State","","","Wood Ridge","New Jersey"
"ZionvilleNC-internet","12700750","Internet City/State","","","Zionville","North Carolina"
"AkronNY-internet","12700751","Internet City/State","","","Akron","New York"
"ArroyoGrandeCA-internet","12700752","Internet City/State","","","Arroyo Grande","California"
"AldenNY-internet","12700753","Internet City/State","","","Alden","New York"
"AltonIL-internet","12700754","Internet City/State","","","Alton","Illinois"
"AustinTX-internet","12700755","Internet City/State","","","Austin","Texas"
"BelleCenterOH-internet","12700756","Internet City/State","","","Belle Center","Ohio"
"BellevilleMI-internet","12700757","Internet City/State","","","Belleville","Michigan"
"BlowingRockNC-internet","12700758","Internet City/State","","","Blowing Rock","North Carolina"
"BerlinNY-internet","12700759","Internet City/State","","","Berlin","New York"
"BoltonMA-internet","12700760","Internet City/State","","","Bolton","Massachusetts"
"BrightonIL-internet","12700761","Internet City/State","","","Brighton","Illinois"
"BuenaVistaTN-internet","12700762","Internet City/State","","","Buena Vista","Tennessee"
"BurnettWI-internet","12700763","Internet City/State","","","Burnett","Wisconsin"
"ChamplainNY-internet","12700765","Internet City/State","","","Champlain","New York"
"ClaremontNC-internet","12700766","Internet City/State","","","Claremont","North Carolina"
"ClevesOH-internet","12700767","Internet City/State","","","Cleves","Ohio"
"ConklinNY-internet","12700769","Internet City/State","","","Conklin","New York"
"DolgevilleNY-internet","12700771","Internet City/State","","","Dolgeville","New York"
"FlemingtonWV-internet","12700772","Internet City/State","","","Flemington","West Virginia"
"DothanAL-internet","12700773","Internet City/State","","","Dothan","Alabama"
"EastlakeOH-internet","12700774","Internet City/State","","","Eastlake","Ohio"
"FlorenceWI-internet","12700775","Internet City/State","","","Florence","Wisconsin"
"FremontCenterNY-internet","12700776","Internet City/State","","","Fremont Center","New York"
"FruitaCO-internet","12700777","Internet City/State","","","Fruita","Colorado"
"GlousterOH-internet","12700778","Internet City/State","","","Glouster","Ohio"
"GrandJunctionCO-internet","12700779","Internet City/State","","","Grand Junction","Colorado"
"GreenfieldCenterNY-internet","12700780","Internet City/State","","","Greenfield Center","New York"
"GreenfieldParkNY-internet","12700781","Internet City/State","","","Greenfield Park","New York"
"GreenvilleAL-internet","12700782","Internet City/State","","","Greenville","Alabama"
"HarrisvilleNY-internet","12700783","Internet City/State","","","Harrisville","New York"
"HoldenMA-internet","12700784","Internet City/State","","","Holden","Massachusetts"
"HuntersvilleNC-internet","12700785","Internet City/State","","","Huntersville","North Carolina"
"HuntingburgIN-internet","12700786","Internet City/State","","","Huntingburg","Indiana"
"IndioCA-internet","12700787","Internet City/State","","","Indio","California"
"LakeLuzerneNY-internet","12700788","Internet City/State","","","Lake Luzerne","New York"
"KerkhovenMN-internet","12700789","Internet City/State","","","Kerkhoven","Minnesota"
"LocustNC-internet","12700790","Internet City/State","","","Locust","North Carolina"
"MalintaOH-internet","12700791","Internet City/State","","","Malinta","Ohio"
"MarshallvilleOH-internet","12700792","Internet City/State","","","Marshallville","Ohio"
"ManchesterME-internet","12700793","Internet City/State","","","Manchester","Maine"
"MarsHillNC-internet","12700794","Internet City/State","","","Mars Hill","North Carolina"
"MerrifieldMN-internet","12700795","Internet City/State","","","Merrifield","Minnesota"
"MartinMI-internet","12700796","Internet City/State","","","Martin","Michigan"
"MidlandMI-internet","12700797","Internet City/State","","","Midland","Michigan"
"MoraviaNY-internet","12700798","Internet City/State","","","Moravia","New York"
"MilledgevilleGA-internet","12700799","Internet City/State","","","Milledgeville","Georgia"
"MountOliveNC-internet","12700801","Internet City/State","","","Mount Olive","North Carolina"
"NewportKY-internet","12700802","Internet City/State","","","Newport","Kentucky"
"NobleboroME-internet","12700803","Internet City/State","","","Nobleboro","Maine"
"NorthLawrenceNY-internet","12700804","Internet City/State","","","North Lawrence","New York"
"OvidMI-internet","12700806","Internet City/State","","","Ovid","Michigan"
"QuinebaugCT-internet","12700807","Internet City/State","","","Quinebaug","Connecticut"
"RaefordNC-internet","12700808","Internet City/State","","","Raeford","North Carolina"
"RapidCityMI-internet","12700809","Internet City/State","","","Rapid City","Michigan"
"RaymondME-internet","12700810","Internet City/State","","","Raymond","Maine"
"ReddingCA-internet","12700811","Internet City/State","","","Redding","California"
"RockinghamNC-internet","12700812","Internet City/State","","","Rockingham","North Carolina"
"RockIslandTN-internet","12700813","Internet City/State","","","Rock Island","Tennessee"
"RondaNC-internet","12700814","Internet City/State","","","Ronda","North Carolina"
"RussellvilleOH-internet","12700815","Internet City/State","","","Russellville","Ohio"
"RubiconWI-internet","12700816","Internet City/State","","","Rubicon","Wisconsin"
"SainteGenevieveMO-internet","12700817","Internet City/State","","","Sainte Genevieve","Missouri"
"SenecaSC-internet","12700818","Internet City/State","","","Seneca","South Carolina"
"ShawAFBSC-internet","12700819","Internet City/State","","","Shaw Afb","South Carolina"
"ShelbinaMO-internet","12700820","Internet City/State","","","Shelbina","Missouri"
